Timestamp,What is your current graduation year?,What is your (intended) concentration area(s)?,How would you describe your gender identity? Check all that apply.,Which of the following do you consider yourself to be?,How would you describe your race and ethnicity? Check all that apply.,Do you participate in athletics at Brown? Select all that apply.,How would you describe your political views?,Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere),To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.,Which would you rather have guaranteed after college?,Have you ever ended a friendship over a difference in political opinion?,Do you consider yourself neurodivergent?,How serious a problem do you think illegal immigration is for the United States right now?,To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.,Would you rather die now or live forever?
11/21/2024 15:34:01,2025,"Humanities/Arts, Life Sciences",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat agree,Ideal romantic partner,No,No,Somewhat serious,Strongly agree,Live forever
11/21/2024 15:35:03,2025,Humanities/Arts,Woman,"Bisexual, Queer",White,"No, I do not participate in varsity or club athletics",Very liberal,No,Somewhat agree,Dream job,No,No,Prefer not to answer,Strongly agree,Live forever
11/21/2024 15:35:07,2025,"Humanities/Arts, Physical Sciences (including math, computer science)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,Yes,Yes,Somewhat serious,Strongly agree,Live forever
11/21/2024 15:37:51,2028,"Life Sciences, Physical Sciences (including math, computer science)",Woman,Straight,"Middle Eastern or North African, White","No, I do not participate in varsity or club athletics",Moderate,Yes,Strongly agree,Dream job,No,No,Very serious,Somewhat agree,Prefer not to answer
11/21/2024 15:38:08,2027,"Physical Sciences (including math, computer science)",Woman,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Not too serious,Strongly agree,Die now
11/21/2024 15:46:36,2028,"Physical Sciences (including math, computer science)",Man,Straight,Asian,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Ideal romantic partner,No,Unsure,Somewhat serious,Strongly agree,Live forever
11/21/2024 15:47:50,2028,"Physical Sciences (including math, computer science)",Man,Gay,Asian,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat agree,Ideal romantic partner,Yes,Yes,Not at all serious,Somewhat agree,Die now
11/21/2024 15:47:51,2028,"Humanities/Arts, Social Sciences (including economics, CLPS)",Woman,Bisexual,"Asian, White","No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat agree,Dream job,No,No,Not too serious,Somewhat agree,Live forever
11/21/2024 15:48:24,2025,"Humanities/Arts, Social Sciences (including economics, CLPS)",Man,Gay,White,"No, I do not participate in varsity or club athletics",Very liberal,Yes,Somewhat disagree,Dream job,No,Unsure,Not too serious,Strongly agree,Die now
11/21/2024 15:49:47,2027,"Physical Sciences (including math, computer science)",Man,Straight,White,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat disagree,Dream job,No,Unsure,Not too serious,Somewhat agree,Die now
11/21/2024 15:55:05,2028,"Physical Sciences (including math, computer science)",Man,Bisexual,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Liberal,Yes,Somewhat disagree,Dream job,Unsure,Yes,Somewhat serious,Strongly agree,Die now
11/21/2024 15:55:10,2028,"Physical Sciences (including math, computer science)",Man,Straight,Middle Eastern or North African,"No, I do not participate in varsity or club athletics",Moderate,No,Somewhat disagree,Dream job,Unsure,No,Not too serious,Somewhat agree,Live forever
2/7/2025 19:23:23,2028,Life Sciences,Woman,Queer,White,"Yes, club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Not too serious,Strongly agree,Die now
2/7/2025 19:52:55,2028,"Physical Sciences (including math, computer science)",Woman,Pansexual,Black,"No, I do not participate in varsity or club athletics",Liberal,No,Somewhat agree,Dream job,No,Unsure,Unsure,Somewhat agree,Die now
